Athlete,Discipline,NOC,Gender,Medal
MYERS-POPE  Paula Jean,Diving,USA,Women,Bronze
MCCORMICK  Patricia,Diving,USA,Women,Gold
STOVER-IRWIN  Juno Roslays,Diving,USA,Women,Silver
CAPILLA PEREZ  Joaquin,Diving,MEX,Men,Bronze
CLOTWORTHY  Robert Lynn,Diving,USA,Men,Gold
HARPER  Donald De Wayne,Diving,USA,Men,Silver
MAC DONALD  Irene Margaret,Diving,CAN,Women,Bronze
MCCORMICK  Patricia,Diving,USA,Women,Gold
STUNYO  Jeanne Georgetta,Diving,USA,Women,Silver
MCKINNEY  Frank Edward Jr.,Swimming,USA,Men,Bronze
THEILE  David Egmont,Swimming,AUS,Men,Gold
MONCKTON  John James,Swimming,AUS,Men,Silver
EDWARDS  Margaret,Swimming,GBR,Women,Bronze
GRINHAM  Judith Brenda,Swimming,GBR,Women,Gold
CONE  Carin Alice,Swimming,USA,Women,Silver
SEARS  Mary Jane,Swimming,USA,Women,Bronze
MANN  Shelley Isabel,Swimming,USA,Women,Gold
RAMEY  Nancy Jane,Swimming,USA,Women,Silver
CHAPMAN  Gary,Swimming,AUS,Men,Bronze
HENRICKS  Jon Malcolm,Swimming,AUS,Men,Gold
DEVITT  John,Swimming,AUS,Men,Silver
LEECH  Faith Yvonne,Swimming,AUS,Women,Bronze
FRASER  Dawn,Swimming,AUS,Women,Gold
CRAPP  Lorraine Joyce,Swimming,AUS,Women,Silver
BREEN  George Thomas,Swimming,USA,Men,Bronze
ROSE  Murray,Swimming,AUS,Men,Gold
YAMANAKA  Tsuyoshi,Swimming,JPN,Men,Silver
YUNICHEV  Kharis,Swimming,URS,Men,Bronze
FURUKAWA  Masaru,Swimming,JPN,Men,Gold
YOSHIMURA  Masahiro,Swimming,JPN,Men,Silver
TEN ELSEN  Eva-Maria,Swimming,EUA,Women,Bronze
HAPPE-KREY  Ursula,Swimming,EUA,Women,Gold
SZEKELY  Eva,Swimming,HUN,Women,Silver
TUMPEK  György,Swimming,HUN,Men,Bronze
YORZYK  William Albert Jr.,Swimming,USA,Men,Gold
ISHIMOTO  Takashi,Swimming,JPN,Men,Silver
BREEN  George Thomas,Swimming,USA,Men,Bronze
ROSE  Murray,Swimming,AUS,Men,Gold
YAMANAKA  Tsuyoshi,Swimming,JPN,Men,Silver
RUUSKA  Sylvia Eliina,Swimming,USA,Women,Bronze
CRAPP  Lorraine Joyce,Swimming,AUS,Women,Gold
FRASER  Dawn,Swimming,AUS,Women,Silver
ABERNETHY  Moira,Swimming,RSA,Women,Bronze
MYBURGH  Jeanette Evelyn,Swimming,RSA,Women,Bronze
MYBURGH  Natalie Ann,Swimming,RSA,Women,Bronze
ROBERTS  Susan Elizabeth,Swimming,RSA,Women,Bronze
CRAPP  Lorraine Joyce,Swimming,AUS,Women,Gold
FRASER  Dawn,Swimming,AUS,Women,Gold
LEECH  Faith Yvonne,Swimming,AUS,Women,Gold
MORGAN  Sandra Anne,Swimming,AUS,Women,Gold
ALDERSON-ROSAZZA  Joan Ann,Swimming,USA,Women,Silver
MANN  Shelley Isabel,Swimming,USA,Women,Silver
RUUSKA  Sylvia Eliina,Swimming,USA,Women,Silver
SIMONS  Nancy Joan,Swimming,USA,Women,Silver
NIKITIN  Boris,Swimming,URS,Men,Bronze
NIKOLAEV  Gennadi,Swimming,URS,Men,Bronze
SOROKIN  Vitali,Swimming,URS,Men,Bronze
STRUZHANOV  Vladimir,Swimming,URS,Men,Bronze
DEVITT  John,Swimming,AUS,Men,Gold
HENRICKS  Jon Malcolm,Swimming,AUS,Men,Gold
O'HALLORAN  Kevin,Swimming,AUS,Men,Gold
ROSE  Murray,Swimming,AUS,Men,Gold
BREEN  George Thomas,Swimming,USA,Men,Silver
HANLEY  Richard Dennis,Swimming,USA,Men,Silver
KONNO  Ford Hiroshi,Swimming,USA,Men,Silver
WOOLSEY  William Tripp,Swimming,USA,Men,Silver
AGEEV  Viktor,Water polo,URS,Men,Bronze
BREUS  Pyotr,Water polo,URS,Men,Bronze
GOIKHMAN  Boris,Water polo,URS,Men,Bronze
GVAKHARIYA  Nodar,Water polo,URS,Men,Bronze
KURENNOI  Vyacheslav,Water polo,URS,Men,Bronze
MARKAROV  Boris,Water polo,URS,Men,Bronze
MSHVENIERADZE  Pyotr,Water polo,URS,Men,Bronze
PROKOPOV  Valentin,Water polo,URS,Men,Bronze
RYZHAK  Mikhail,Water polo,URS,Men,Bronze
SHLYAPIN  Yuri,Water polo,URS,Men,Bronze
BOLVARI  Antal,Water polo,HUN,Men,Gold
BOROS  Otto,Water polo,HUN,Men,Gold
GYARMATI  Dezso,Water polo,HUN,Men,Gold
HEVESI  Istvan,Water polo,HUN,Men,Gold
JENEI  Laszlo,Water polo,HUN,Men,Gold
KANIZSA  Tivadar,Water polo,HUN,Men,Gold
KARPATI  György,Water polo,HUN,Men,Gold
MARKOVICS  Kalman,Water polo,HUN,Men,Gold
MAYER  Mihaly,Water polo,HUN,Men,Gold
SZIVOS  Istvan,Water polo,HUN,Men,Gold
ZADOR  Ervin,Water polo,HUN,Men,Gold
CIPCI  Ivo,Water polo,YUG,Men,Silver
FRANJKOVIC  Tomislav,Water polo,YUG,Men,Silver
IVKOVIC  Vladimir,Water polo,YUG,Men,Silver
JEZIC  Zdravko,Water polo,YUG,Men,Silver
KACIC  Horivoje,Water polo,YUG,Men,Silver
KOVACIC  Zdravko,Water polo,YUG,Men,Silver
RADONIC  Lovro,Water polo,YUG,Men,Silver
ZUZEJ  Marjan,Water polo,YUG,Men,Silver
LAWRENCE  Allan,Athletics,AUS,Men,Bronze
KUTS  Vladimir,Athletics,URS,Men,Gold
KOVACS  Jozsef,Athletics,HUN,Men,Silver
HOGAN  Hector,Athletics,AUS,Men,Bronze
MORROW  Robert Joseph,Athletics,USA,Men,Gold
BAKER  Walter Thane,Athletics,USA,Men,Silver
MATHEWS-O'SHEA  Marlene Judith,Athletics,AUS,Women,Bronze
CUTHBERT  Betty,Athletics,AUS,Women,Gold
STUBNICK  Christa,Athletics,EUA,Women,Silver
SHANKLE  Joel,Athletics,USA,Men,Bronze
CALHOUN  Lee,Athletics,USA,Men,Gold
DAVIS  Jack,Athletics,USA,Men,Silver
LANDY  John,Athletics,AUS,Men,Bronze
DELANY  Ronald Michael,Athletics,IRL,Men,Gold
RICHTZENHAIN  Klaus,Athletics,EUA,Men,Silver
BAKER  Walter Thane,Athletics,USA,Men,Bronze
MORROW  Robert Joseph,Athletics,USA,Men,Gold
STANFIELD  Andrew William,Athletics,USA,Men,Silver
MATHEWS-O'SHEA  Marlene Judith,Athletics,AUS,Women,Bronze
CUTHBERT  Betty,Athletics,AUS,Women,Gold
STUBNICK  Christa,Athletics,EUA,Women,Silver
JUNK  Bruno,Athletics,URS,Men,Bronze
SPIRIN  Leonid,Athletics,URS,Men,Gold
MIKENAS  Antanas,Athletics,URS,Men,Silver
LARSEN  Ernst,Athletics,NOR,Men,Bronze
BRASHER  Christopher William,Athletics,GBR,Men,Gold
ROZSNYOI  Sandor,Athletics,HUN,Men,Silver
HELLSTEN  Voitto Valdemar,Athletics,FIN,Men,Bronze
IGNATYEV  Ardalion,Athletics,URS,Men,Bronze
JENKINS  Charles Lamont,Athletics,USA,Men,Gold
HAAS  Karl-Friedrich,Athletics,EUA,Men,Silver
CULBREATH  Joshua,Athletics,USA,Men,Bronze
DAVIS  Glenn Ashby,Athletics,USA,Men,Gold
SOUTHERN  Silas Edward,Athletics,USA,Men,Silver
FÜTTERER  Heinz,Athletics,EUA,Men,Bronze
GERMAR  Manfred,Athletics,EUA,Men,Bronze
KNÖRZER  Lothar,Athletics,EUA,Men,Bronze
POHL  Leonard (Leo),Athletics,EUA,Men,Bronze
BAKER  Walter Thane,Athletics,USA,Men,Gold
KING  Leamon,Athletics,USA,Men,Gold
MORROW  Robert Joseph,Athletics,USA,Men,Gold
MURCHISON  Ira James,Athletics,USA,Men,Gold
BARTENEV  Leonid,Athletics,URS,Men,Silver
KONOVALOV  Yuri,Athletics,URS,Men,Silver
SUKHAREV  Vladimir,Athletics,URS,Men,Silver
TOKAREV  Boris,Athletics,URS,Men,Silver
DANIELS  Isabelle Francis,Athletics,USA,Women,Bronze
FAGGS  Mae Heriwentha,Athletics,USA,Women,Bronze
MATTHEWS  Margaret Rejean,Athletics,USA,Women,Bronze
RUDOLPH  Wilma,Athletics,USA,Women,Bronze
CROOKER-FLEMING  Norma Wilson,Athletics,AUS,Women,Gold
CUTHBERT  Betty,Athletics,AUS,Women,Gold
MELLOR-WENHAM  Fluer Northey,Athletics,AUS,Women,Gold
STRICKLAND-DE LA HUNTY  Shirley,Athletics,AUS,Women,Gold
ARMITAGE  Heather Joy,Athletics,GBR,Women,Silver
FOULDS-PAUL  June Florence,Athletics,GBR,Women,Silver
PASHLEY  Anne,Athletics,GBR,Women,Silver
SCRIVENS  Jean Eileen,Athletics,GBR,Women,Silver
HIGGINS  Francis Peter,Athletics,GBR,Men,Bronze
JOHNSON  Derek James Neville,Athletics,GBR,Men,Bronze
SALISBURY  John Edward,Athletics,GBR,Men,Bronze
WHEELER  Michael Keith Valentine,Athletics,GBR,Men,Bronze
COURTNEY  Thomas William,Athletics,USA,Men,Gold
JENKINS  Charles Lamont,Athletics,USA,Men,Gold
JONES  Louis Woodard III,Athletics,USA,Men,Gold
MASHBURN  Jesse William,Athletics,USA,Men,Gold
GIPSON  Graham Chater,Athletics,AUS,Men,Silver
GOSPER  Richard Kevan,Athletics,AUS,Men,Silver
GREGORY  Leonard Stuart,Athletics,AUS,Men,Silver
LEAN  David Francis,Athletics,AUS,Men,Silver
IBBOTSON  George Derek,Athletics,GBR,Men,Bronze
KUTS  Vladimir,Athletics,URS,Men,Gold
PIRIE  Douglas A.Gordon,Athletics,GBR,Men,Silver
LJUNGGREN  John Artur,Athletics,SWE,Men,Bronze
READ  Norman Richard,Athletics,NZL,Men,Gold
MASKINSKOV  Yevgeni,Athletics,URS,Men,Silver
BOYSEN  Audun,Athletics,NOR,Men,Bronze
COURTNEY  Thomas William,Athletics,USA,Men,Gold
JOHNSON  Derek James Neville,Athletics,GBR,Men,Silver
THROWER-AUSTIN  Norma Claire,Athletics,AUS,Women,Bronze
STRICKLAND-DE LA HUNTY  Shirley,Athletics,AUS,Women,Gold
KÖHLER-BIRKEMEYER  Gisela,Athletics,EUA,Women,Silver
KUZNETSOV  Vasili,Athletics,URS,Men,Bronze
CAMPBELL  Milton Gray,Athletics,USA,Men,Gold
JOHNSON  Rafer Lewis,Athletics,USA,Men,Silver
KOCH  Desmond Dalworth,Athletics,USA,Men,Bronze
OERTER  Alfred,Athletics,USA,Men,Gold
GORDIEN  Fortune Edward,Athletics,USA,Men,Silver
ROMASHKOVA-PONOMAREVA  Nina,Athletics,URS,Women,Bronze
FIKOTOVA-CONNOLLY  Olga,Athletics,TCH,Women,Gold
BEGLYAKOVA  Irina,Athletics,URS,Women,Silver
SAMOTSVETOV  Anatoli,Athletics,URS,Men,Bronze
CONNOLLY  Harold Vincent,Athletics,USA,Men,Gold
KRIVONOSOV  Mikhail,Athletics,URS,Men,Silver
KASHKAROV  Igor,Athletics,URS,Men,Bronze
DUMAS  Charles Everett,Athletics,USA,Men,Gold
PORTER  Charles Michael,Athletics,AUS,Men,Silver
MCDANIEL  Mildred Louise,Athletics,USA,Women,Gold
HOPKINS  Thelma Elizabeth,Athletics,GBR,Women,Silver
PISSAREVA  Mariya,Athletics,URS,Women,Silver
TSYBULENKO  Viktor,Athletics,URS,Men,Bronze
DANIELSEN  Egil,Athletics,NOR,Men,Gold
SIDLO  Janusz,Athletics,POL,Men,Silver
KONYAEVA  Nadezhda,Athletics,URS,Women,Bronze
YAUNZEME  Inese,Athletics,URS,Women,Gold
AHRENS  Marlene,Athletics,CHI,Women,Silver
VALKAMA  Jorma Rainer,Athletics,FIN,Men,Bronze
BELL  Gregory Curtis,Athletics,USA,Men,Gold
BENNETT  John Dale,Athletics,USA,Men,Silver
KHNYKINA-DVALISHVILI  Nadezhda,Athletics,URS,Women,Bronze
DUNSKA-KRZESINSKA  Elzbieta,Athletics,POL,Women,Gold
WHITE  Willie B.,Athletics,USA,Women,Silver
KARVONEN  Veikko Leo,Athletics,FIN,Men,Bronze
MIMOUN  Alain,Athletics,FRA,Men,Gold
MIHALIC  Franjo,Athletics,YUG,Men,Silver
ROUBANIS  Georgios,Athletics,GRE,Men,Bronze
RICHARDS  Robert,Athletics,USA,Men,Gold
GUTOWSKI  Robert Allen,Athletics,USA,Men,Silver
SKOBLA  Jiri,Athletics,TCH,Men,Bronze
O  William Patrick Jr.,Athletics,USA,Men,Gold
NIEDER  William Henry,Athletics,USA,Men,Silver
WERNER-SCHULZE-ENTRUP  Marianne,Athletics,EUA,Women,Bronze
TYSHKEVICH  Tamara,Athletics,URS,Women,Gold
ZYBINA  Galina,Athletics,URS,Women,Silver
KREER  Vitold,Athletics,URS,Men,Bronze
FERREIRA DA SILVA  Adhemar,Athletics,BRA,Men,Gold
EINARSSON  Vilhjalmur,Athletics,ISL,Men,Silver
BLIXEN  Carlos S.,Basketball,URU,Men,Bronze
CHELLE  Nelson R.,Basketball,URU,Men,Bronze
CORTES  Ramiro,Basketball,URU,Men,Bronze
COSTA  Hector J.,Basketball,URU,Men,Bronze
DEMARCO  Nelson,Basketball,URU,Men,Bronze
GARCIA OTERO  Hector,Basketball,URU,Men,Bronze
GONZALEZ  Carlos,Basketball,URU,Men,Bronze
MATTO  Sergio A.,Basketball,URU,Men,Bronze
MERA  Raul E.,Basketball,URU,Men,Bronze
MOGLIA  Oscar,Basketball,URU,Men,Bronze
OLASCOAGA  Ariel,Basketball,URU,Men,Bronze
SCARON  Milton A.,Basketball,URU,Men,Bronze
BOUSHKA  Richard James,Basketball,USA,Men,Gold
CAIN  Carl Cecil,Basketball,USA,Men,Gold
DARLING  Charles Frick,Basketball,USA,Men,Gold
EVANS  William Best,Basketball,USA,Men,Gold
FORD  Gilbert,Basketball,USA,Men,Gold
HALDORSSON  Burdette Eliele,Basketball,USA,Men,Gold
HOUGLAND  William Marion,Basketball,USA,Men,Gold
JEANGERARD  Robert Eugene,Basketball,USA,Men,Gold
JONES  Kenneth C.,Basketball,USA,Men,Gold
RUSSELL  William Fenton,Basketball,USA,Men,Gold
TOMSIC  Ronald Paul,Basketball,USA,Men,Gold
WALSH  James Patrick,Basketball,USA,Men,Gold
BOCHKAREV  Arkadi,Basketball,URS,Men,Silver
KRUMINS  Yanis,Basketball,URS,Men,Silver
LAURITENAS  Algirdas,Basketball,URS,Men,Silver
MUIZHNIEK  Valdis,Basketball,URS,Men,Silver
OZEROV  Yuri,Basketball,URS,Men,Silver
PETKYAVICHUS  Kasis,Basketball,URS,Men,Silver
SEMYONOV  Mikhail,Basketball,URS,Men,Silver
STONKUS  Stasis,Basketball,URS,Men,Silver
STUDENETSKY  Mikhail,Basketball,URS,Men,Silver
TORBAN  Vladimir,Basketball,URS,Men,Silver
VALDMANIS  Maigonis,Basketball,URS,Men,Silver
ZUBKOV  Viktor,Basketball,URS,Men,Silver
CALDWELL  John,Boxing,IRL,Men,Bronze
LIBEER  Rene,Boxing,FRA,Men,Bronze
SPINKS  Terence George,Boxing,GBR,Men,Gold
DOBRESCU  Mircea,Boxing,ROU,Men,Silver
BEKKER  Daniel Wepener,Boxing,RSA,Men,Bronze
BOZZANO  Giacomo,Boxing,ITA,Men,Bronze
RADEMACHER  Thomas Peter,Boxing,USA,Men,Gold
MUKHIN  Lev,Boxing,URS,Men,Silver
BARRIENTOS  Claudio,Boxing,CHI,Men,Bronze
GILROY  Frederick,Boxing,IRL,Men,Bronze
BEHRENDT  Wolfgang,Boxing,EUA,Men,Gold
SONG  Soon-Chun,Boxing,KOR,Men,Silver
HÄMÄLÄINEN  Pentti Olavi,Boxing,FIN,Men,Bronze
NIEDZWIEDZKI  Henryk,Boxing,POL,Men,Bronze
SAFRONOV  Vladimir,Boxing,URS,Men,Gold
NICHOLLS  Thomas G.,Boxing,GBR,Men,Silver
BYRNE  Anthony,Boxing,IRL,Men,Bronze
LAGETKO  Anatoli,Boxing,URS,Men,Bronze
MCTAGGART  Richard,Boxing,GBR,Men,Gold
KURSCHAT  Harry,Boxing,EUA,Men,Silver
DUMITRESCU  Constantin,Boxing,ROU,Men,Bronze
LOUBSCHER  Henry James,Boxing,RSA,Men,Bronze
ENGIBARYAN  Vladimir,Boxing,URS,Men,Gold
NENCI  Franco,Boxing,ITA,Men,Silver
GARGANO  Nicholas,Boxing,GBR,Men,Bronze
HOGARTH  Kevin John,Boxing,AUS,Men,Bronze
LINCA  Nicolae,Boxing,ROU,Men,Gold
TIEDT  Fred,Boxing,IRL,Men,Silver
MCCORMACK  John,Boxing,GBR,Men,Bronze
PIETRZYKOWSKI  Zbigniew,Boxing,POL,Men,Bronze
PAPP  Laszlo,Boxing,HUN,Men,Gold
TORRES  Jose Louis Chegui,Boxing,USA,Men,Silver
CHAPRON  Gilbert,Boxing,FRA,Men,Bronze
ZALAZAR  Victor,Boxing,ARG,Men,Bronze
SHATKOV  Gennadi,Boxing,URS,Men,Gold
TAPIA  Ramon,Boxing,CHI,Men,Silver
LUCAS  Carlos,Boxing,CHI,Men,Bronze
MURAUSKAS  Romualdas,Boxing,URS,Men,Bronze
BOYD  James Felton,Boxing,USA,Men,Gold
NEGREA  Gheorghe,Boxing,ROU,Men,Silver
BUKHARIN  Gennady,Canoe / Kayak F,URS,Men,Bronze
ROTMAN  Leon,Canoe / Kayak F,ROU,Men,Gold
PARTI  Janos,Canoe / Kayak F,HUN,Men,Silver
BUKHARIN  Gennady,Canoe / Kayak F,URS,Men,Bronze
ROTMAN  Leon,Canoe / Kayak F,ROU,Men,Gold
HERNEK  Istvan,Canoe / Kayak F,HUN,Men,Silver
FARKAS  Imre,Canoe / Kayak F,HUN,Men,Bronze
HUNICS  Jozsef,Canoe / Kayak F,HUN,Men,Bronze
BOTEV  Gratsian,Canoe / Kayak F,URS,Men,Gold
KHARIN  Pavel,Canoe / Kayak F,URS,Men,Gold
DRANSART  Georges,Canoe / Kayak F,FRA,Men,Silver
RENAUD  Marcel,Canoe / Kayak F,FRA,Men,Silver
MOHACSI  Ferenc,Canoe / Kayak F,HUN,Men,Bronze
WIELAND  Karoly,Canoe / Kayak F,HUN,Men,Bronze
DUMITRU  Alexe,Canoe / Kayak F,ROU,Men,Gold
ISMAILCIUC  Simion,Canoe / Kayak F,ROU,Men,Gold
BOTEV  Gratsian,Canoe / Kayak F,URS,Men,Silver
KHARIN  Pavel,Canoe / Kayak F,URS,Men,Silver
SCHEUER  Michael,Canoe / Kayak F,EUA,Men,Bronze
FREDRIKSSON  Gert,Canoe / Kayak F,SWE,Men,Gold
HATLACZKY  Ferenc,Canoe / Kayak F,HUN,Men,Silver
KISS  Lajos,Canoe / Kayak F,HUN,Men,Bronze
FREDRIKSSON  Gert,Canoe / Kayak F,SWE,Men,Gold
PISSAREV  Igor,Canoe / Kayak F,URS,Men,Silver
SÖBY  Tove Goltermann,Canoe / Kayak F,DEN,Women,Bronze
DEMENTYEVA  Elizaveta,Canoe / Kayak F,URS,Women,Gold
ZENZ  Therese,Canoe / Kayak F,EUA,Women,Silver
BROWN  Walter William,Canoe / Kayak F,AUS,Men,Bronze
GREEN  Dennis Allan,Canoe / Kayak F,AUS,Men,Bronze
FABIAN  Laszlo,Canoe / Kayak F,HUN,Men,Gold
URANYI  Janos,Canoe / Kayak F,HUN,Men,Gold
BRIEL  Fritz,Canoe / Kayak F,EUA,Men,Silver
KLEINE  Theodor,Canoe / Kayak F,EUA,Men,Silver
RAUB  Maximilian,Canoe / Kayak F,AUT,Men,Bronze
WIEDERMANN  Herbert,Canoe / Kayak F,AUT,Men,Bronze
MILTENBERGER  Meinrad,Canoe / Kayak F,EUA,Men,Gold
SCHEUER  Michael,Canoe / Kayak F,EUA,Men,Gold
DEMITKOV  Anatoli,Canoe / Kayak F,URS,Men,Silver
KAALESTE  Mikhail,Canoe / Kayak F,URS,Men,Silver
JACKSON  Alan Wharmby,Cycling Road,GBR,Men,Bronze
BALDINI  Ercole,Cycling Road,ITA,Men,Gold
GEYRE  Arnaud,Cycling Road,FRA,Men,Silver
POMMER  Reinhold Viktor,Cycling Road,EUA,Men,Bronze
SCHUR  Gustav-Adolf,Cycling Road,EUA,Men,Bronze
TÜLLER  Horst,Cycling Road,EUA,Men,Bronze
GEYRE  Arnaud,Cycling Road,FRA,Men,Gold
MOUCHERAUD  Maurice,Cycling Road,FRA,Men,Gold
VERMEULEN  Michel,Cycling Road,FRA,Men,Gold
BRITTAIN  Arthur Stanley,Cycling Road,GBR,Men,Silver
HOLMES  William,Cycling Road,GBR,Men,Silver
JACKSON  Alan Wharmby,Cycling Road,GBR,Men,Silver
SWIFT  Alfred James,Cycling Track,RSA,Men,Bronze
FAGGIN  Leandro,Cycling Track,ITA,Men,Gold
FOUSEK  Ladislav,Cycling Track,TCH,Men,Silver
OGNA  Giuseppe,Cycling Track,ITA,Men,Bronze
PINARELLO  Cesare,Cycling Track,ITA,Men,Bronze
BROWNE  Ian Sterry,Cycling Track,AUS,Men,Gold
MARCHANT  Anthony John,Cycling Track,AUS,Men,Gold
FOUSEK  Ladislav,Cycling Track,TCH,Men,Silver
MACHEK  Vaclav,Cycling Track,TCH,Men,Silver
PLOOG  Richard Francis,Cycling Track,AUS,Men,Bronze
ROUSSEAU  Michel,Cycling Track,FRA,Men,Gold
PESENTI  Guglielmo,Cycling Track,ITA,Men,Silver
BURGESS  Donald Christopher,Cycling Track,GBR,Men,Bronze
GAMBRILL  Michael John,Cycling Track,GBR,Men,Bronze
GEDDES  John Reuben,Cycling Track,GBR,Men,Bronze
SIMPSON  Thomas,Cycling Track,GBR,Men,Bronze
DOMENICALI  Antonio,Cycling Track,ITA,Men,Gold
FAGGIN  Leandro,Cycling Track,ITA,Men,Gold
GANDINI  Franco,Cycling Track,ITA,Men,Gold
GASPARELLA  Valentino,Cycling Track,ITA,Men,Gold
BIANCHI  Rene,Cycling Track,FRA,Men,Silver
GRACZYK  Jean,Cycling Track,FRA,Men,Silver
LECANTE  Jean-Claude,Cycling Track,FRA,Men,Silver
VERMEULEN  Michel,Cycling Track,FRA,Men,Silver
SAINT CYR  Henri,Dressage,SWE,Men,Gold
LINSENHOFF  Liselott,Dressage,EUA,Women,Bronze
HARTEL  Lis,Dressage,DEN,Women,Silver
JUBILEE,Dressage,DEN,Women,Silver
CHAMMARTIN  Henri,Dressage,SUI,Men,Bronze
FISCHER  Gustav,Dressage,SUI,Men,Bronze
TRACHSEL  Gottfried,Dressage,SUI,Men,Bronze
BOLTENSTERN JR.  Gustaf Adolf,Dressage,SWE,Men,Gold
PERSSON  Gehnäll,Dressage,SWE,Men,Gold
SAINT CYR  Henri,Dressage,SWE,Men,Gold
AFRIKA,Dressage,EUA,Women,Silver
KÜPPERS  Anneliese,Dressage,EUA,Women,Silver
LINSENHOFF  Liselott,Dressage,EUA,Women,Silver
WEYGAND  Hannelore,Dressage,EUA,Women,Silver
WELDON  Francis William Charles,Eventing,GBR,Men,Bronze
KASTENMAN  Petrus,Eventing,SWE,Men,Gold
LÜTKE WESTHUES  August,Eventing,EUA,Men,Silver
ELDER  Henry James,Eventing,CAN,Men,Bronze
HERBINSON  Brian,Eventing,CAN,Men,Bronze
RUMBLE  John Mitchell,Eventing,CAN,Men,Bronze
HILL  Albert Edwin,Eventing,GBR,Men,Gold
ROOK  Arthur Laurence,Eventing,GBR,Men,Gold
WELDON  Francis William Charles,Eventing,GBR,Men,Gold
LÜTKE WESTHUES  August,Eventing,EUA,Men,Silver
ROTHE  Otto,Eventing,EUA,Men,Silver
WAGNER  Klaus,Eventing,EUA,Men,Silver
PRINZESS,Eventing,EUA,Women,Silver
SISSI,Eventing,EUA,Women,Silver
D'INZEO  Piero,Jumping,ITA,Men,Bronze
WINKLER  Hans Günter,Jumping,EUA,Men,Gold
D'INZEO  Raimondo,Jumping,ITA,Men,Silver
HALLA,Jumping,EUA,Women,Gold
ROBESON  Peter David,Jumping,GBR,Men,Bronze
WHITE  Wilfred Harry,Jumping,GBR,Men,Bronze
LUTKE WESTHUES  Alfons,Jumping,EUA,Men,Gold
THIEDEMANN  Fritz,Jumping,EUA,Men,Gold
WINKLER  Hans Günter,Jumping,EUA,Men,Gold
D'INZEO  Piero,Jumping,ITA,Men,Silver
D'INZEO  Raimondo,Jumping,ITA,Men,Silver
OPPES  Salvatore,Jumping,ITA,Men,Silver
SMYTHE  Patricia Rosemary,Jumping,GBR,Women,Bronze
ALA,Jumping,EUA,Women,Gold
HALLA,Jumping,EUA,Women,Gold
MANGIAROTTI  Edoardo,Fencing,ITA,Men,Bronze
PAVESI  Carlo,Fencing,ITA,Men,Gold
DELFINO  Giuseppe,Fencing,ITA,Men,Silver
DAGALLIER  Daniel,Fencing,FRA,Men,Bronze
DREYFUS  Yves,Fencing,FRA,Men,Bronze
MOUYAL  Armand,Fencing,FRA,Men,Bronze
NIGON  Claude,Fencing,FRA,Men,Bronze
QUEYROUX  Rene,Fencing,FRA,Men,Bronze
ANGLESIO  Giorgio,Fencing,ITA,Men,Gold
BERTINETTI  Franco,Fencing,ITA,Men,Gold
DELFINO  Giuseppe,Fencing,ITA,Men,Gold
MANGIAROTTI  Edoardo,Fencing,ITA,Men,Gold
PAVESI  Carlo,Fencing,ITA,Men,Gold
PELLEGRINO  Alberto,Fencing,ITA,Men,Gold
BALTHAZAR  Lajos,Fencing,HUN,Men,Silver
BERZSENYI  Barnabas,Fencing,HUN,Men,Silver
MAROSI  Jozsef,Fencing,HUN,Men,Silver
NAGY  Ambrus,Fencing,HUN,Men,Silver
RERRICH  Bela,Fencing,HUN,Men,Silver
SAKOVICS  Jozsef,Fencing,HUN,Men,Silver
SPALLINO  Antonio,Fencing,ITA,Men,Bronze
D'ORIOLA  Christian,Fencing,FRA,Men,Gold
BERGAMINI  Giancarlo,Fencing,ITA,Men,Silver
GARILHE  Renee,Fencing,FRA,Women,Bronze
SHEEN  Gillian Mary,Fencing,GBR,Women,Gold
ORBAN-SZABO  Olga,Fencing,ROU,Women,Silver
FÜLÖP  Mihaly,Fencing,HUN,Men,Bronze
GYURICZA  Jozsef,Fencing,HUN,Men,Bronze
MAROSI  Jozsef,Fencing,HUN,Men,Bronze
SAKOVICS  Jozsef,Fencing,HUN,Men,Bronze
SOMODI  Lajos,Fencing,HUN,Men,Bronze
TILLI  Endre,Fencing,HUN,Men,Bronze
